canonical_asset_id,category,style,variant_or_digit,parent_package_id,screen,exact_location,visible_states,current_implementation,temporary_path_identifier,required_meshy_replacement,shop_use,gameplay_use,animation_states,reduced_motion_behavior,approved_reference_ids,meshy_generation_mode,meshy_task_ids,exact_requested_model,exact_resolved_model_version,prompt_reference,prompt_checksum,reference_input_paths_checksums,request_payload_path,response_payload_path,creation_timestamp,consumed_credits,retry_count,preserved_source_asset_path,provider_native_usdz_path,source_glb_path,runtime_usdz_path,lod_paths,texture_map_paths,source_checksum,runtime_checksum,registry_key,shop_renderer_path,gameplay_renderer_path,thumbnail_path,test_ids,screenshot_ids,author_run_id,reviewer_run_id,final_status,blocking_reason
number.nb_typewriter.3,numbers,nb_typewriter,3,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.3,"Dedicated Meshy digit 3 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.4,numbers,nb_typewriter,4,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.4,"Dedicated Meshy digit 4 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.5,numbers,nb_typewriter,5,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.5,"Dedicated Meshy digit 5 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.6,numbers,nb_typewriter,6,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.6,"Dedicated Meshy digit 6 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.7,numbers,nb_typewriter,7,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.7,"Dedicated Meshy digit 7 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.8,numbers,nb_typewriter,8,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.8,"Dedicated Meshy digit 8 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_typewriter.9,numbers,nb_typewriter,9,nb_typewriter,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_typewriter.9,"Dedicated Meshy digit 9 asset for nb_typewriter, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.1,numbers,nb_schoolbook,1,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.1,"Dedicated Meshy digit 1 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.2,numbers,nb_schoolbook,2,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.2,"Dedicated Meshy digit 2 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.3,numbers,nb_schoolbook,3,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.3,"Dedicated Meshy digit 3 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.4,numbers,nb_schoolbook,4,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.4,"Dedicated Meshy digit 4 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.5,numbers,nb_schoolbook,5,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.5,"Dedicated Meshy digit 5 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.6,numbers,nb_schoolbook,6,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.6,"Dedicated Meshy digit 6 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.7,numbers,nb_schoolbook,7,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.7,"Dedicated Meshy digit 7 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.8,numbers,nb_schoolbook,8,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.8,"Dedicated Meshy digit 8 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_schoolbook.9,numbers,nb_schoolbook,9,nb_schoolbook,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_schoolbook.9,"Dedicated Meshy digit 9 asset for nb_schoolbook, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.1,numbers,nb_oldstyle,1,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.1,"Dedicated Meshy digit 1 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.2,numbers,nb_oldstyle,2,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.2,"Dedicated Meshy digit 2 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.3,numbers,nb_oldstyle,3,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.3,"Dedicated Meshy digit 3 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.4,numbers,nb_oldstyle,4,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.4,"Dedicated Meshy digit 4 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.5,numbers,nb_oldstyle,5,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.5,"Dedicated Meshy digit 5 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
number.nb_oldstyle.6,numbers,nb_oldstyle,6,nb_oldstyle,"Club Shop number inspection; gameplay clues, entries, pencil marks, hand/return motion",App/Views/CosmeticSkinRendering.swift:59-147; App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,shop selected|shop neighbor|clue|player entry|pencil mark|selected|error|correct,SwiftUI Text/font glyph and SceneKit SCNText merchandise; current generic shop glyph leaf is folded into this required per-digit row.,font-glyph:nb_oldstyle.6,"Dedicated Meshy digit 6 asset for nb_oldstyle, with shop/gameplay LODs from one lineage.",true,true,arrival|return|style effect when applicable,Readable static pose; effect motion pauses without font fallback.,CONTRACT-001|MOCKUP-BOOKSTORE-001|MOCKUP-BOOKSTORE-002,,,,,,,,,,,,0,,,,,,,,,,App/Views/MainMenu/BookstoreSceneCoordinator.swift:2033-2114,App/Views/CosmeticSkinRendering.swift:59-147,,,BASE-GAMEPLAY-COMPACT|BASE-GAMEPLAY-STANDARD|BASE-GAMEPLAY-LARGEST,64B23C26-CCB9-4CD2-9B5D-534F05D6DA6C,39E91EFD-4561-4950-A4E0-8B1ACB8E1C66,BLOCKED,"No dedicated Meshy digit source/runtime asset, registry entry, provenance, per-digit tests, or approved contact sheet exists."
